Titulo;Temporada;Estudios;Temas;Generos;Estreia;Transmissão;Nota;Qntd Avaliações;Faixa-etaria;Qntd de Membros;Favoritado por;Produtores;Distribuidores
"Spy x Family";"spring";"Wit Studio|CloverWorks";"Childcare";"Action|Award Winning|Comedy";"09/04/2022";"Saturdays at 23:00 (JST)";"8.51";"984.892";"PG-13 - Teens 13 or older";"1.599.236";"39.473";"TV Tokyo|Shogakukan-Shueisha Productions|TOHO animation|Shueisha";"Funimation"
"Kaguya-sama wa Kokurasetai: Ultra Romantic";"spring";"A-1 Pictures";"School";"Comedy|Romance";"09/04/2022";"Saturdays at 00:00 (JST)";"9";"539.146";"PG-13 - Teens 13 or older";"952.111";"31.504";"Aniplex|Mainichi Broadcasting System|Magic Capsule|Shueisha|JR East Marketing & Communications";"Aniplex of America"
"Tate no Yuusha no Nariagari Season 2";"spring";"Kinema Citrus|DR Movie";"Isekai";"Action|Adventure|Drama|Fantasy";"06/04/2022";"Wednesdays at 22:00 (JST)";"6.52";"274.738";"PG-13 - Teens 13 or older";"771.345";"12.360";"Frontier Works|AT-X|Nippon Columbia|Glovision|Good Smile Company|Sammy|Crunchyroll|Kadokawa Media House|NTT Plala|Kadokawa";"N/A"
"Summertime Render";"spring";"OLM";"Time Travel";"Mystery|Supernatural|Suspense";"15/04/2022";"Fridays at 00:00 (JST)";"8.48";"229.118";"R - 17+ (violence & profanity)";"546.745";"9.254";"Shogakukan-Shueisha Productions|Movic|MAGES.|Tokyo MX|Shueisha|Toy's Factory|Bandai Spirits";"N/A"
"Kawaii dake ja Nai Shikimori-san";"spring";"Doga Kobo";"School";"Comedy|Romance";"10/04/2022";"Sundays at 02:00 (JST)";"6.93";"231.018";"PG-13 - Teens 13 or older";"540.501";"4.911";"Kodansha|NBCUniversal Entertainment Japan|ABC Animation";"Crunchyroll|Muse Communication"
"Komi-san wa, Comyushou desu. 2nd Season";"spring";"OLM";"Romantic Subtext|School";"Comedy";"07/04/2022";"Thursdays at 00:00 (JST)";"8.02";"244.080";"PG-13 - Teens 13 or older";"490.896";"3.882";"TV Tokyo|Dentsu|Shogakukan-Shueisha Productions|Half H.P Studio|Nippon Columbia";"N/A"
"Tomodachi Game";"spring";"Okuruto Noboru";"High Stakes Game|Psychological|Strategy Game";"Suspense";"06/04/2022";"Wednesdays at 01:29 (JST)";"7.72";"211.459";"R - 17+ (violence & profanity)";"407.319";"4.114";"Kodansha|Studio Mausu|Nippon Television Network|King Records";"Crunchyroll"
"Aharen-san wa Hakarenai";"spring";"Felix Film";"School";"Comedy|Romance";"02/04/2022";"Saturdays at 02:25 (JST)";"7.28";"146.448";"PG-13 - Teens 13 or older";"339.615";"2.250";"bilibili";"Crunchyroll"
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu";"spring";"Studio Kai|HORNETS";"Isekai";"Action|Adventure|Fantasy";"07/04/2022";"Thursdays at 23:30 (JST)";"7.15";"161.169";"R - 17+ (violence & profanity)";"314.285";"1.740";"Pony Canyon|AT-X|DAX Production|Docomo Anime Store|Overlap|Crunchyroll|Muse Communication|MAGNET";"N/A"
"Otome Game Sekai wa Mob ni Kibishii Sekai desu";"spring";"ENGI";"Harem|Isekai|Mecha|Reincarnation|School";"Action|Fantasy|Romance";"03/04/2022";"Sundays at 22:00 (JST)";"7.33";"165.665";"PG-13 - Teens 13 or older";"313.715";"2.092";"AT-X|Sammy|bilibili|Kadokawa Media House|Kadokawa|Micro Magazine Publishing|Micro House";"Crunchyroll"
"Yuusha, Yamemasu";"spring";"EMT Squared";"N/A";"Action|Adventure|Comedy|Fantasy";"05/04/2022";"Tuesdays at 22:30 (JST)";"7.02";"143.838";"PG-13 - Teens 13 or older";"303.798";"1.720";"AT-X|flying DOG|Glovision|Kadokawa|Tencent Games";"Sentai Filmworks"
"Paripi Koumei";"spring";"P.A. Works";"Adult Cast|Music|Reincarnation|Showbiz";"Comedy|Supernatural";"05/04/2022";"Tuesdays at 23:00 (JST)";"8.13";"145.742";"PG-13 - Teens 13 or older";"299.558";"2.621";"Mainichi Broadcasting System|Kodansha|Avex Pictures|DMM pictures|Bit grooove promotion";"Sentai Filmworks"
"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru";"spring";"SILVER LINK.|Blade";"Harem|Reincarnation|School";"Action|Fantasy";"06/04/2022";"Wednesdays at 21:00 (JST)";"6.29";"136.244";"PG-13 - Teens 13 or older";"286.838";"1.527";"AT-X|Docomo Anime Store|Kadokawa Media House|BS NTV|Kadokawa|Simplicity|Bandai Namco Music Live";"Crunchyroll"
"Kakkou no Iinazuke";"spring";"SynergySP|Shin-Ei Animation";"Harem";"Comedy|Romance";"24/04/2022";"Sundays at 01:30 (JST)";"6.88";"108.392";"PG-13 - Teens 13 or older";"284.632";"2.241";"TV Asahi|Kodansha|Crunchyroll|Kadokawa";"N/A"
"Date A Live IV";"spring";"Geek Toys";"Harem|School";"Action|Fantasy|Romance|Sci-Fi";"08/04/2022";"Fridays at 22:00 (JST)";"7.76";"89.800";"R - 17+ (violence & profanity)";"257.647";"3.465";"AT-X|Nippon Columbia|Docomo Anime Store|Kadokawa Media House|Kadokawa";"Crunchyroll"
"Koi wa Sekai Seifuku no Ato de";"spring";"Project No.9";"Parody";"Action|Comedy|Romance";"08/04/2022";"Fridays at 21:30 (JST)";"7.41";"102.640";"PG-13 - Teens 13 or older";"239.833";"1.033";"Toei Video|Pony Canyon|AT-X|KlockWorx|Asmik Ace|TV Aichi|Yomiuri Shimbun|APDREAM|arma bianca|Bit grooove promotion|Dream Shift|BS Asahi|Happinet Phantom Studios|Bergamo";"Crunchyroll"
"Ao Ashi";"spring";"Production I.G";"Team Sports";"Sports";"09/04/2022";"Saturdays at 18:25 (JST)";"8.18";"108.934";"PG-13 - Teens 13 or older";"216.214";"3.086";"Shogakukan-Shueisha Productions|Marvelous Entertainment|NHK Enterprises|Bandai Spirits";"Crunchyroll"
"Shokei Shoujo no Virgin Road";"spring";"J.C.Staff";"Isekai";"Action|Adventure|Fantasy";"02/04/2022";"Saturdays at 00:30 (JST)";"6.77";"57.512";"R - 17+ (violence & profanity)";"162.887";"733";"Warner Bros. Japan|Hakuhodo DY Music & Pictures|Egg Firm|SB Creative|Creek";"Sentai Filmworks"
"Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season";"spring";"Ajia-do";"Isekai|Reincarnation";"Fantasy";"12/04/2022";"Tuesdays at 02:29 (JST)";"8.07";"77.571";"PG-13 - Teens 13 or older";"160.395";"938";"WOWOW|KlockWorx|flying DOG|BS Fuji|Yomiuri TV Enterprise|TO Books|JTB Next Creation|MediaNet Pictures|Happinet Phantom Studios";"Crunchyroll"
"Mahoutsukai Reimeiki";"spring";"Tezuka Productions";"Anthropomorphic";"Action|Adventure|Comedy|Fantasy";"08/04/2022";"Fridays at 01:58 (JST)";"6.39";"54.982";"PG-13 - Teens 13 or older";"159.667";"750";"TBS|Kodansha|NBCUniversal Entertainment Japan|BS11|Nichion|NichiNare|DMM pictures|Bit grooove promotion";"Crunchyroll"
"Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart";"spring";"Zero-G";"Adult Cast";"Comedy|Romance";"02/04/2022";"Saturdays at 01:30 (JST)";"7.3";"51.702";"PG-13 - Teens 13 or older";"152.503";"514";"Sony Music Entertainment|BS Fuji|Flex Comix|Hokkaido Cultural Broadcasting|Office Nobu|bilibili|Yomiuri TV Enterprise|Kanetsu Investment|Toyo Recording|Global Solutions|SUPA LOVE|BloomZ|Mirai-Kojo|AMG Entertainment|Starry Cube";"N/A"
"Deaimon";"spring";"Encourage Films";"Childcare|Workplace";"Slice of Life";"06/04/2022";"Wednesdays at 23:30 (JST)";"7.55";"43.289";"PG-13 - Teens 13 or older";"97.544";"443";"flying DOG|Kadokawa|Midorimatsu";"N/A"
"Dance Dance Danseur";"spring";"MAPPA";"Performing Arts";"Drama";"09/04/2022";"Saturdays at 01:25 (JST)";"7.83";"34.162";"PG-13 - Teens 13 or older";"85.224";"634";"Mainichi Broadcasting System|Shogakukan|dugout|DMM Music|Creek";"N/A"
"Machikado Mazoku: 2-choume";"spring";"J.C.Staff";"CGDCT|Mahou Shoujo|School";"Comedy|Fantasy";"08/04/2022";"Fridays at 01:28 (JST)";"7.85";"25.263";"PG-13 - Teens 13 or older";"69.248";"341";"Pony Canyon|Houbunsha|Medicos Entertainment|BS11|RAY|Nichion";"Sentai Filmworks"
"Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto";"spring";"Lay-duce";"Idols (Male)|School";"N/A";"07/04/2022";"Thursdays at 22:30 (JST)";"7.27";"25.434";"PG-13 - Teens 13 or older";"68.969";"422";"Movic|Futabasha|U-NEXT|MusicRay’n|INCS toenter|Marui Group|Lawson Entertainment|tamakoshi|flaggs|Laulea Works|Alice";"Crunchyroll"
"Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season";"summer";"Lerche";"Psychological|School";"Drama|Suspense";"04/07/2022";"Mondays at 21:00 (JST)";"8.1";"376.386";"PG-13 - Teens 13 or older";"658.925";"8.342";"Studio Hibari|Movic|AT-X|Sammy|Crunchyroll|Kadokawa Media House|Kadokawa|Bandai Namco Music Live";"N/A"
"Yofukashi no Uta";"summer";"LIDENFILMS";"Vampire";"Romance|Supernatural";"08/07/2022";"Fridays at 00:55 (JST)";"7.96";"266.166";"PG-13 - Teens 13 or older";"605.832";"8.104";"Aniplex|Dentsu|Shogakukan-Shueisha Productions|Animax|Fuji TV|Ultra Super Pictures|Shogakukan|Fuji Creative|Tohan Corporation";"Sentai Filmworks"
"Overlord IV";"summer";"Madhouse";"Isekai";"Action|Adventure|Fantasy";"05/07/2022";"Tuesdays at 22:00 (JST)";"8.08";"269.552";"R - 17+ (violence & profanity)";"539.361";"7.180";"AT-X|Hakuhodo DY Music & Pictures|NTT Plala|Kadokawa";"N/A"
"Lycoris Recoil";"summer";"A-1 Pictures";"N/A";"Action";"02/07/2022";"Saturdays at 23:30 (JST)";"8.16";"246.779";"PG-13 - Teens 13 or older";"505.132";"8.611";"Aniplex|BS11|ABC Animation";"Aniplex of America"
"Hataraku Maou-sama!!";"summer";"Studio 3Hz";"Mythology|Workplace";"Comedy|Fantasy";"14/07/2022";"Thursdays at 23:30 (JST)";"6.66";"152.439";"PG-13 - Teens 13 or older";"480.535";"4.792";"Sotsu|Movic|KlockWorx|Tokyo MX|Hakuhodo DY Music & Pictures|Infinite|BS11|Kadokawa|Bandai Namco Music Live|Happinet Phantom Studios";"N/A"
"Made in Abyss: Retsujitsu no Ougonkyou";"summer";"Kinema Citrus";"Gore";"Adventure|Drama|Fantasy|Mystery|Sci-Fi";"06/07/2022";"Wednesdays at 22:30 (JST)";"8.63";"209.932";"R - 17+ (violence & profanity)";"456.753";"6.215";"AT-X|Takeshobo|Kadokawa Media House|Cygames|Kadokawa|Global Solutions|Sony Music Solutions|IRMA LA DOUCE";"Sentai Filmworks"
"Kanojo, Okarishimasu 2nd Season";"summer";"TMS Entertainment";"Adult Cast|Harem";"Comedy|Romance";"02/07/2022";"Saturdays at 01:25 (JST)";"6.8";"167.752";"PG-13 - Teens 13 or older";"425.818";"4.891";"Mainichi Broadcasting System|Kodansha|DMM pictures|DMM Music";"Crunchyroll"
